Iteration 1: Best Individual: [0.27017800404237446, -0.25486704606563637, -0.7234710664221169, 0.03238840982746116, 0.560658013622455, 0.3686597210894307, -0.8431851669926069, 0.34946178972166675, -0.21452447900295057, -0.515158282946425], Fitness: 1.0044802444444445
Iteration 2: Best Individual: [0.4461012221847771, -0.6424251320068872, -1, 0.03238840982746116, 0.560658013622455, 0.3686597210894307, -0.8431851669926069, 0.34946178972166675, -0.21452447900295057, -0.515158282946425], Fitness: 0.8095968395604396
Iteration 3: Best Individual: [0.21252618032336945, -0.7180479945022136, -0.8549487247084191, 0.10963100699060768, 0.1260613481647307, 0.623339666912555, -0.8431851669926069, 0.34946178972166675, -0.21452447900295057, -0.515158282946425], Fitness: 1.041891347113105
Iteration 4: Best Individual: [0.50761376114764, -0.7180479945022136, -0.8549487247084191, -0.07875070931502659, 0.1260613481647307, 0.3686597210894307, -0.6535884676742144, 0.34946178972166675, -0.21452447900295057, -0.515158282946425], Fitness: 0.8538464625482626
Iteration 5: Best Individual: [0.6116095876670441, -1, -1, 0.2410750897252597, 0.44912543106649905, 0.623339666912555, -1, 0.4608013548699902, -0.44577421245054727, -0.515158282946425], Fitness: 1.0042118666666666
Iteration 6: Best Individual: [-0.2717402568357088, -0.8475387049097778, -0.6858752579926737, -0.24554421278002792, 0.560658013622455, 0.9524113604236759, -0.8431851669926069, 0.7471520658006673, -0.21452447900295057, -0.515158282946425], Fitness: 0.8149267026891808
Iteration 7: Best Individual: [0.5583338517319792, -0.5796460423746131, -1, 0.6377297112398682, 0.41466035683597546, 0.6881121963101295, -1, 0.3094252496773945, -0.44577421245054727, -0.32635628958796015], Fitness: 0.8043898260869565
Iteration 8: Best Individual: [-0.3578876406137488, -0.5796460423746131, -1, 0.30264420889712307, 0.41466035683597546, 0.2717893849747395, -1, 0.07872529368624448, -0.44577421245054727, -0.32635628958796015], Fitness: 0.8080298961240311
Iteration 9: Best Individual: [-0.3578876406137488, -0.6242726518080346, -1, 0.30264420889712307, -0.034848430685721965, 0.4539464781670872, -1, 0.08480837361057803, -0.44577421245054727, 0.0782364808175644], Fitness: 1.0679920599033816
Iteration 10: Best Individual: [0.1803989482329421, -0.09961370733211572, -1, 0.6680860367988699, -0.034848430685721965, -0.5088575909352641, -1, 0.7471520658006673, -0.600031620066156, 0.464716420872885], Fitness: 1.0294247830377679
Iteration 11: Best Individual: [-0.18528292132989, -0.09961370733211572, -1, -0.6016216148101526, -0.034848430685721965, 0.09053298087457606, -1, 0.3094252496773945, -0.44577421245054727, -0.32635628958796015], Fitness: 1.0867146079370171
Iteration 12: Best Individual: [0.1803989482329421, -0.09961370733211572, -1, -1, -0.034848430685721965, -0.5088575909352641, -1, 0.3094252496773945, -0.44577421245054727, -0.5009002632306162], Fitness: 1.0319571367044464
Iteration 13: Best Individual: [0.1803989482329421, -0.249306590881051, -1, -0.9675303118679665, -0.034848430685721965, -0.5088575909352641, -0.8869260394272078, 0.3094252496773945, -0.44577421245054727, 0.464716420872885], Fitness: 1.0299326892016234
Iteration 14: Best Individual: [-0.3578876406137488, -0.249306590881051, -1, -0.9675303118679665, -0.034848430685721965, -0.4418205843455071, -0.7145382358900352, 0.36001475298988184, 0.14744590990311068, 0.464716420872885], Fitness: 1.022036998239622
Iteration 15: Best Individual: [-0.025102954875680483, -0.46402926681879, -1, -0.9675303118679665, -0.034848430685721965, -0.3297105496196374, -0.4836803934301439, 0.3839237762575062, -0.44577421245054727, 0.464716420872885], Fitness: 1.0523088177747382
Iteration 16: Best Individual: [0.6464097810492911, -0.249306590881051, -0.6185157348442185, -1, -0.2771555617786461, -0.7011799908867788, -0.6017184865402406, 0.6124715330226718, -0.05773164393751051, 0.464716420872885], Fitness: 0.8359563330679004
Iteration 17: Best Individual: [-0.3578876406137488, -0.700710769617216, -1, -1, -0.393313663563596, 0.12016309826065807, -0.6368923105043763, 0.16921739002550984, -0.06836010254017755, 0.5050112515729414], Fitness: 1.076754247059566
Iteration 18: Best Individual: [0.6693712511060622, -0.249306590881051, -0.9744328059671219, -0.9048907357108006, -0.2771555617786461, -0.7011799908867788, -0.4053067247305666, 0.3094252496773945, -0.2662521690389008, 0.5050112515729414], Fitness: 1.0695206682483047
Iteration 19: Best Individual: [0.6693712511060622, -0.3839952794230137, -0.9744328059671219, -0.9048907357108006, -0.2771555617786461, -0.56047151786356, -0.4053067247305666, 0.3094252496773945, -0.2662521690389008, 0.5050112515729414], Fitness: 1.0576543742915514
Iteration 20: Best Individual: [0.6693712511060622, -0.5406601649508908, -0.9744328059671219, -0.9048907357108006, -0.2771555617786461, -0.7011799908867788, -0.1259650631690612, -0.20996300132400048, -0.05773164393751051, 0.5050112515729414], Fitness: 1.1001176786496911
Iteration 21: Best Individual: [0.6693712511060622, -0.5406601649508908, -0.9744328059671219, -0.9048907357108006, -0.3841611095382813, -1, -0.4053067247305666, 0.3094252496773945, -0.2662521690389008, 0.5050112515729414], Fitness: 0.8520452332964377
Iteration 22: Best Individual: [0.41320537082890785, -0.8401204167586865, -0.9744328059671219, -1, -0.7401021147499206, -0.5693825512421418, -0.4053067247305666, 0.05604468743088542, -0.2662521690389008, 0.5050112515729414], Fitness: 0.8665529316439565
Iteration 23: Best Individual: [0.6693712511060622, -0.8401204167586865, -1, -0.5584997937009358, -0.32983640739654363, -0.7011799908867788, -0.36461565786489936, 0.11104938819077703, -0.31586089641435955, 0.921277269365497], Fitness: 1.0746356061494717
Iteration 24: Best Individual: [1, -0.654447043917371, -0.7213582215473716, -0.5584997937009358, -0.32983640739654363, -1, -0.36461565786489936, 0.11104938819077703, -0.31586089641435955, 0.921277269365497], Fitness: 0.8737170272893111
Iteration 25: Best Individual: [1, -0.8401204167586865, -0.9744328059671219, -0.92777917734615, -0.41256029044625353, -1, -0.36461565786489936, 0.11104938819077703, 0.4760603729147235, 0.921277269365497], Fitness: 0.8621650660852742
Iteration 26: Best Individual: [1, -0.8401204167586865, -0.9744328059671219, -0.92777917734615, -0.41256029044625353, -1, -0.36461565786489936, 0.11104938819077703, 0.14866925987206203, 0.921277269365497], Fitness: 0.8718607847021485
Iteration 27: Best Individual: [0.29557246597631437, -1, -0.9744328059671219, -0.92777917734615, 0.00015367503539487348, -0.7927815916089817, -0.36461565786489936, 0.3094252496773945, 0.14866925987206203, 0.921277269365497], Fitness: 1.063333439388325
Iteration 28: Best Individual: [1, -0.8401204167586865, -0.9744328059671219, -1, 0.00015367503539487348, -0.6668750232655997, -0.36461565786489936, -0.25688551387419056, -0.0849521458168514, 0.921277269365497], Fitness: 1.0809526804955933
Iteration 29: Best Individual: [1, -0.8401204167586865, -0.9744328059671219, -1, 0.00015367503539487348, -0.6668750232655997, -0.36461565786489936, -0.25688551387419056, -0.0849521458168514, 0.921277269365497], Fitness: 1.0935521312894363
